P/N,cap (pf),c/tol,L(mil),L(mm),L/tol,L'/tol,W(mil),W(mm),W/tol,W'/tol,t(mil),t(mm),t/tol,t'/tol,RWV,Type,TC,K-val,,
CMS561K2UC-FK,560,K,80.0,2.000,8.0,0.200,80.0,2.000,8.0,0.200,5.0,0.125,1.0,0.025,50,C,X7R,1600,2016-11-10 10:38:41,2016-11-10 10:38:41
